,Unnamed: 0,Message,filtered_msg,clusters
497,497,"Welcome to Airtel Payments Bank! Your wallet is now active. Explore special offers for electricity bill payments, online shopping on Airtel Money app.",WELCOME TO AIRTEL PAYMENTS BANK YOUR WALLET IS NOW ACTIVE EXPLORE SPECIAL OFFERS FOR ELECTRICITY BILL PAYMENTS ONLINE SHOPPING ON AIRTEL MONEY APP,69
498,498,Rs.55 is Debited to A/c ...3691 on 06-01-17 10:49:50 (Clear Bal Rs.1471.72) AT POS. TollFree 1800223344 18001024455 (6am-10pm),IS DEBITED TO ON CLEAR BAL AT POS TOLLFREE,210
499,499,Rs.4000 is Debited to A/c ...3691 on 13-01-17 11:55:33 (Clear Bal Rs.49246.72) AT ATM. TollFree 1800223344 18001024455 (6am-10pm),IS DEBITED TO ON CLEAR BAL AT ATM TOLLFREE,210
500,500,Rs.4500 is Debited to A/c ...3691 on 16-01-17 11:19:01 (Clear Bal Rs.35746.72) AT ATM. TollFree 1800223344 18001024455 (6am-10pm),IS DEBITED TO ON CLEAR BAL AT ATM TOLLFREE,210
501,501,"Your OTP for Fund Transfer of Rs.  2,000.00 from A/c ending 616 to Pravindra satyendra bhardwaj, is 227483. Please do not share OTP, as it is confidential. Ref No-XXXX5435",YOUR OTP FOR FUND TRANSFER OF RS FROM ENDING TO PRAVINDRA SATYENDRA BHARDWAJ IS PLEASE DO NOT SHARE OTP AS IT IS CONFIDENTIAL REF,394
502,502,One Time Password(OTP) for HDFC Bank Credit Card ending with 5893 is 907196 Please use this OTP at HDFC Bank ATM to create your ATM PIN before 31Jan17.,ONE TIME PASSWORD OTP FOR HDFC BANK CREDIT CARD ENDING WITH IS PLEASE USE THIS OTP AT HDFC BANK ATM TO CREATE YOUR ATM PIN BEFORE,92
503,503,"Rs.1.00 was spent on ur HDFCBank CREDIT Card ending 5893 on 2017-01-11:14:15:46 at KLASSIC FOODS AND HOSP.Avl bal - Rs.21218.00, curr o/s - Rs.6782.00",WAS SPENT ON UR HDFCBANK CREDIT CARD ENDING ON AT KLASSIC FOODS AND BAL CURR,409
504,504,"Dear Customer, Your ICICI Bank Account  XXXX2885 has been credited with INR3,00,000.00 on 03 Sep. Info:TRO 333367 ANITA PANDEY.",DEAR CUSTOMER YOUR ICICI BANK ACCOUNT HAS BEEN CREDITED WITH ON INFO TRO ANITA PANDEY,393
505,505,"Your Ac XX2885 is debited with INR5,000.00 NFS*CASH WDL*13-09-15. Avbl Bal INR1,80,384.33 To bank on phone with iMobile, click mobile.icicibank.com/dl",YOUR AC IS DEBITED WITH AVBL BAL TO BANK ON PHONE WITH IMOBILE CLICK,72
506,506,"Dear Customer, Your a/c no. XXXXXXXX2885 is debited for Rs.5,000.00 on 05-Oct-2015 09:04:36 and a/c XXXXXXXX8277 credited (IMPS Ref no 527809920982).",DEAR CUSTOMER YOUR NO IS DEBITED FOR ON AND CREDITED IMPS REF NO,443
507,507,"Dear Customer, Your a/c no. XXXXXXXX2885 is debited for Rs.40,000.00 on 28-Nov-2015 13:34:21 and a/c XXXXXXXX0945 credited (IMPS Ref no 533213975344).",DEAR CUSTOMER YOUR NO IS DEBITED FOR ON AND CREDITED IMPS REF NO,443
508,508,AXISBank Account 32483011 Date 15-05-2015 Effective  Balance: 2875525.92,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
509,509,"Dear Customer, your NETSECURE code is 63481171. Txn details: Power Transfer to Payee other bank txn (NEFT/IMPS)from Payment Account 914020032483011 for amount : INR 127137",DEAR CUSTOMER YOUR NETSECURE CODE IS TXN DETAILS POWER TRANSFER TO PAYEE OTHER BANK TXN FROM PAYMENT ACCOUNT FOR AMOUNT INR,10
510,510,AXISBank Account 32483011 Date 20-08-2015 Effective  Balance: 6101546.83,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
511,511,AXISBank Account 32483011 Date 24-08-2015 Effective  Balance: 6096017.83,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
512,512,AXISBank Account 32483011 Date 29-08-2015 Effective  Balance: 6097008.5,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
513,513,"Dear Customer, your NETSECURE code is 74724473. Txn details: Power Transfer to Payee other bank txn (NEFT/IMPS)from Payment Account 914020032483011 for amount : INR 78894",DEAR CUSTOMER YOUR NETSECURE CODE IS TXN DETAILS POWER TRANSFER TO PAYEE OTHER BANK TXN FROM PAYMENT ACCOUNT FOR AMOUNT INR,10
514,514,Your a/c 32483011 is debited Rs 45185 on 2015-08-31 A/c balance is Rs 6001846.50 Info: INB/IFT/GOURISH AMONKAR/Salary Aug 2015,YOUR IS DEBITED RS ON BALANCE IS RS INFO AUG,9
515,515,Your a/c 32483011 is debited Rs 241451 on 2015-09-01 A/c balance is Rs 5268183.50 Info: INB/NEFT/AXIC152446622109/Suryadip Ghos/,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
516,516,"INR 5,000.00 Dr to A/c No XX7616 towards IMPS-700714376664-Arun kumar singh-UBIN-xxxxxxxxxxx2020-Personal Val 07-JAN-17. Clr Bal INR 10,207.60.",INR DR TO NO TOWARDS KUMAR VAL CLR BAL INR,15
517,517,"INR 10,000.00 Dr to A/c No XX7616 towards IMPS-701217362438-Murarichoudhary-UTIB-xxxxxxxxxxx2048-Personal Val 12-JAN-17. Clr Bal INR 17,081.10.",INR DR TO NO TOWARDS VAL CLR BAL INR,15
518,518,"Your a/c no. XXXXXXXXXX7616 is debited for INR 5,000.00 on 13-01-17 and a/c xxxxxxxxxxx2048 credited (IMPS Ref no 701319343080).",YOUR NO IS DEBITED FOR INR ON AND CREDITED IMPS REF NO,278
519,519,"Your a/c no. XXXXXXXXXX7616 is debited for INR 1,000.00 on 16-01-17 and a/c xxxxxxx9066 credited (IMPS Ref no 701619374745).",YOUR NO IS DEBITED FOR INR ON AND CREDITED IMPS REF NO,278
520,520,"An amount of Rs.10,000.00 has been debited from your account  number XXXX7616 for an online payment txn done using HDFC Bank NetBanking.",AN AMOUNT OF HAS BEEN DEBITED FROM YOUR ACCOUNT NUMBER FOR AN ONLINE PAYMENT TXN DONE USING HDFC BANK NETBANKING,7
521,521,"Your a/c no. XXXXXXXXXX7616 is debited for INR 9,000.00 on 17-01-17 and a/c xxxxxxx1366 credited (IMPS Ref no 701714356154).",YOUR NO IS DEBITED FOR INR ON AND CREDITED IMPS REF NO,278
522,522,"Your OTP for Adding Pravindra satyendra bhardwaj, A/c ending 334 as Beneficiary for Funds Transfer, is 627207. Please do not share OTP, as it is confidential. Ref No-XXXX7965",YOUR OTP FOR ADDING PRAVINDRA SATYENDRA BHARDWAJ ENDING AS BENEFICIARY FOR FUNDS TRANSFER IS PLEASE DO NOT SHARE OTP AS IT IS CONFIDENTIAL REF,132
523,523,"Dear Customer, having trouble generating a new PIN for your HDFC Bank Credit Card? It's easy, click http://bit.ly/2gj2Exq to know how!",DEAR CUSTOMER HAVING TROUBLE GENERATING NEW PIN FOR YOUR HDFC BANK CREDIT CARD IT EASY CLICK HTTP TO KNOW HOW,183
524,524,"Dear Customer, your HDFC Bank Credit Card transaction declined due to Incorrect PIN. Call 18602660333 (Toll free)from regd Mobile no to setup PIN of your choice",DEAR CUSTOMER YOUR HDFC BANK CREDIT CARD TRANSACTION DECLINED DUE TO INCORRECT PIN CALL TOLL FREE FROM REGD MOBILE NO TO SETUP PIN OF YOUR CHOICE,185
525,525,You have added/ modified a beneficiary Murarichoudhary to your HDFC Bank NetBanking NEFT/ RTGS Module for funds transfer,YOU HAVE MODIFIED BENEFICIARY MURARICHOUDHARY TO YOUR HDFC BANK NETBANKING RTGS MODULE FOR FUNDS TRANSFER,494
526,526,This is to inform you that your transaction has failed due to incorrect One Time Password. Please contact PhoneBanking for any clarifications.,THIS IS TO INFORM YOU THAT YOUR TRANSACTION HAS FAILED DUE TO INCORRECT ONE TIME PASSWORD PLEASE CONTACT PHONEBANKING FOR ANY CLARIFICATIONS,453
527,527,AXISBank Account 32483011 Date 02-09-2015 Effective  Balance: 5268183.5,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
528,528,AXISBank Account 32483011 Date 04-09-2015 Effective  Balance: 5120990.5,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
529,529,Your a/c 32483011 is debited Rs 9600 on 2015-09-08 A/c balance is Rs 4961659.30 Info: INB/IFT/SUDRA PRITESHBHAI JA/0002 ICoder,YOUR IS DEBITED RS ON BALANCE IS RS INFO PRITESHBHAI ICODER,9
530,530,AXISBank Account 32483011 Date 09-09-2015 Effective  Balance: 4953659.3,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
531,531,AXISBank Account 32483011 Date 11-09-2015 Effective  Balance: 4791159.3,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
532,532,Your a/c 32483011 is debited Rs 15000 on 2015-09-15 A/c balance is Rs 4771659.30 Info: INB/IFT/ICODERZ SOLUTIONS PR/INV00020 IC,YOUR IS DEBITED RS ON BALANCE IS RS INFO SOLUTIONS IC,9
533,533,Your a/c 32483011 is credited Rs 1671633.8 on 2015-09-18 A/c balance is Rs 6349093.10 Info: BRN-REF NO.0741FIR1500051 USD 25615.80/R,YOUR IS CREDITED RS ON BALANCE IS RS INFO USD,331
534,534,AXISBank Account 32483011 Date 23-09-2015 Effective  Balance: 6349093.1,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
535,535,Your a/c 32483011 is debited Rs 14000 on 2015-09-28 A/c balance is Rs 6335093.10 Info: INB/16124167/INTERNET TAX PAYMENT/,YOUR IS DEBITED RS ON BALANCE IS RS INFO TAX,337
536,536,Your a/c 32483011 is debited Rs 29227 on 2015-09-30 A/c balance is Rs 3670522.10 Info: INB/IFT/SAURABH DAS/Salary Sep 2015,YOUR IS DEBITED RS ON BALANCE IS RS INFO SEP,9
537,537,Your a/c 32483011 is debited Rs 1000 on 2015-09-30 A/c balance is Rs 3421310.10 Info: INB/NEFT/AXIC152731326550/WorknHire Tec/,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
538,538,Your a/c 32483011 is debited Rs 3320 on 2015-10-01 A/c balance is Rs 3072778.10 Info: INB/NEFT/AXIC152741405404/VAIBHAV VINAY/,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
539,539,Your a/c 32483011 is debited Rs 1000 on 2015-10-01 A/c balance is Rs 2821933.10 Info: INB/IFT/GOURISH AMONKAR/Reimbursement Au,YOUR IS DEBITED RS ON BALANCE IS RS INFO AU,9
540,540,AXISBank Account 32483011 Date 03-10-2015 Effective  Balance: 2809450,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
541,541,Your a/c 32483011 is debited Rs 11400 on 2015-10-06 A/c balance is Rs 2648794.00 Info: NEFT/IC/AXIC152792423649/AFFLUENCE ADVI/,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
542,542,Your a/c 32483011 is debited Rs 93600 on 2015-10-06 A/c balance is Rs 2555194.00 Info: INB/NEFT/AXIC152792621202/KHAKHAR AND C/,YOUR IS DEBITED RS ON BALANCE IS RS INFO AND,9
543,543,AXISBank Account 32483011 Date 09-10-2015 Effective  Balance: 2549256,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
544,544,AXISBank Account 32483011 Date 16-10-2015 Effective  Balance: 2507160,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
545,545,AXISBank Account 32483011 Date 23-10-2015 Effective  Balance: 4251225.09,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
546,546,Your a/c 32483011 is debited Rs 186200 on 2015-10-23 A/c balance is Rs 4046475.09 Info: INB/16422280/AXIS BANK CREDIT CARD -/,YOUR IS DEBITED RS ON BALANCE IS RS INFO BANK CREDIT CARD,318
547,547,AXISBank Account 32483011 Date 31-10-2015 Effective  Balance: 4014769.79,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
548,548,Your a/c 32483011 is debited Rs 78894 on 2015-10-31 A/c balance is Rs 3766555.79 Info: INB/NEFT/AXIC153046719247/Ashwin Chivuk/,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
549,549,Your a/c 32483011 is debited Rs 243999 on 2015-10-31 A/c balance is Rs 3333204.79 Info: INB/NEFT/AXIC153046744950/Amit Das/Salar,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
550,550,Your a/c 32483011 is debited Rs 241452 on 2015-11-02 A/c balance is Rs 3091752.79 Info: INB/NEFT/AXIC153067010517/Suryadip Ghos/,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
551,551,"INR 35,000.00 deposited to A/c No XX4943 towards 00901540014040  -TPT-Umesh payment Val 17-JAN-17. Clr Bal is INR 38,592.97 subject to clearing.",INR DEPOSITED TO NO TOWARDS PAYMENT VAL CLR BAL IS INR SUBJECT TO CLEARING,188
552,552,"Balance in A/c XXXXXXXXXX2600 as of 28-JUL-16 EOD is INR 2,10,353.46 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
553,553,"An amount of Rs.6,500.00 has been debited from your account number XXXX2600 for NEFT txn done using HDFC Bank NetBanking",AN AMOUNT OF HAS BEEN DEBITED FROM YOUR ACCOUNT NUMBER FOR NEFT TXN DONE USING HDFC BANK NETBANKING,126
554,554,"Your a/c no. XXXXXXXX2600 is debited for Rs. 65,000.00 on 01-08-16 and a/c XXXXXXX647 credited (IMPS Ref no 621405394128)",YOUR NO IS DEBITED FOR RS ON AND CREDITED IMPS REF NO,290
555,555,"INR 30,583.00 deposited to A/c No XX2600 towards Matured RD. Transfer Cr 50400065860664 Val 02-AUG-16. Clr Bal is INR 1,07,456.46 subject to clearing.",INR DEPOSITED TO NO TOWARDS MATURED RD TRANSFER CR VAL CLR BAL IS INR SUBJECT TO CLEARING,188
556,556,"INR 15,000.00 deposited to A/c No XX2600 towards IMPS-P2A-631816849098-919861088887- Val 13-NOV-16. Clr Bal is INR 15,067.73 subject to clearing.",INR DEPOSITED TO NO TOWARDS VAL CLR BAL IS INR SUBJECT TO CLEARING,188
557,557,"Balance in A/c XXXXXXXXXX2600 as of 13-NOV-16 EOD is INR 4,300.98 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
558,558,"INR 21,000.00 deposited to A/c No XX2600 towards IMPS-P2A-632613806250-918904978185-BANGALORE Val 21-NOV-16. Clr Bal is INR 21,858.23 subject to clearing.",INR DEPOSITED TO NO TOWARDS VAL CLR BAL IS INR SUBJECT TO CLEARING,188
559,559,"Your a/c no. XXXXXXXX2600 is credited by Rs.3,000.00 on 21-11-16 by a/c linked to mobile XXXXXXX185(IMPS Ref no 632614119512)",YOUR NO IS CREDITED BY ON BY LINKED TO MOBILE IMPS REF NO,39
560,560,Balance in A/c XXXXXXXXXX2600 as of 23-NOV-16 EOD is INR 652.48 . Check A/c for current balance . Credits in A/c are subject to clearing,BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
561,561,Balance in A/c XXXXXXXXXX2600 as of 25-NOV-16 EOD is INR 38.10 . Check A/c for current balance . Credits in A/c are subject to clearing,BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
562,562,"Hello, your cheque no. 167901 for Rs 30000 which was issued from a/c no. XXXX3011 has been received in clearing on 05-11-2015",HELLO YOUR CHEQUE NO FOR RS WHICH WAS ISSUED FROM NO HAS BEEN RECEIVED IN CLEARING ON,160
563,563,Your a/c 32483011 is debited Rs 109200 on 2015-11-05 A/c balance is Rs 2802399.79 Info: INB/NEFT/AXIC153097893814/KHAKHAR AND C/,YOUR IS DEBITED RS ON BALANCE IS RS INFO AND,9
564,564,AXISBank Account 32483011 Date 06-11-2015 Effective  Balance: 2777987.79,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
565,565,Your a/c 32483011 is debited Rs 82704 on 2015-11-09 A/c balance is Rs 2508025.79 Info: INB/16604134/AXIS BANK CREDIT CARD -/,YOUR IS DEBITED RS ON BALANCE IS RS INFO BANK CREDIT CARD,318
566,566,AXISBank Account 32483011 Date 11-11-2015 Effective  Balance: 2508025.79,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
567,567,"Dear Customer, your NETSECURE code is 26062855. Txn details: Power Transfer to Payee other bank txn (NEFT/IMPS)from Payment Account 914020032483011 for amount : INR 67500",DEAR CUSTOMER YOUR NETSECURE CODE IS TXN DETAILS POWER TRANSFER TO PAYEE OTHER BANK TXN FROM PAYMENT ACCOUNT FOR AMOUNT INR,10
568,568,AXISBank Account 32483011 Date 20-11-2015 Effective  Balance: 2202725.79,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
569,569,AXISBank Account 32483011 Date 23-11-2015 Effective  Balance: 5537389.05,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
570,570,Your a/c 32483011 is debited Rs 1000 on 2015-11-25 A/c balance is Rs 5407042.66 Info: INB/IFT/GOURISH AMONKAR/Reimbursements O,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
571,571,Your a/c 32483011 is debited Rs 287873 on 2015-11-26 A/c balance is Rs 5119169.66 Info: INB/NEFT/AXIC153300680896/Suryadip Ghos/,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
572,572,"Hello, your cheque no. 167869 for Rs 210450 which was issued from a/c no. XXXX3011 has been received in clearing on 27-11-2015",HELLO YOUR CHEQUE NO FOR RS WHICH WAS ISSUED FROM NO HAS BEEN RECEIVED IN CLEARING ON,160
573,573,AXISBank Account 32483011 Date 28-11-2015 Effective  Balance: 4891947.66,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
574,574,"Your a/c no. XXXXXXXX2600 is credited by Rs.6,000.00 on 08-12-16 by a/c linked to mobile XXXXXXX185(IMPS Ref no 634307789077)",YOUR NO IS CREDITED BY ON BY LINKED TO MOBILE IMPS REF NO,39
575,575,Balance in A/c XXXXXXXXXX2600 as of 08-DEC-16 EOD is INR 510.60 . Check A/c for current balance . Credits in A/c are subject to clearing,BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
576,576,Your request for Cheque book for A/c XXXX3647 has been received on 23-12-2016. The same will be dispatched to your correspondence address shortly,YOUR REQUEST FOR CHEQUE BOOK FOR HAS BEEN RECEIVED ON THE SAME WILL BE DISPATCHED TO YOUR CORRESPONDENCE ADDRESS SHORTLY,127
577,577,"Dear Customer,We understand your concerns. You can now make payments on your HDFC Bank PERSONAL LOAN XX6591 from the convenience of your home or office. Pay now :https://www.billdesk.com/pgidsk/pgmerc/hdfcemi/index.jsp",DEAR CUSTOMER WE UNDERSTAND YOUR CONCERNS YOU CAN NOW MAKE PAYMENTS ON YOUR HDFC BANK PERSONAL LOAN FROM THE CONVENIENCE OF YOUR HOME OR OFFICE PAY NOW HTTPS,341
578,578,Rs.1000.00 was withdrawn using your HDFC Bank Card ending 8204 on 2016-07-30:06:56:55 at +MUNEKOLA OATM. Avl bal: Rs.207547.46,WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING ON AT OATM AVL BAL,23
579,579,Thank you for using Debit Card ending 8204 for Rs.2500.00 in BHUBANESHWAR at HALLMARK ORNAMENTS PVT on 2016-11-17:14:13:44  Avl bal: Rs.1800.98,THANK YOU FOR USING DEBIT CARD ENDING FOR IN BHUBANESHWAR AT HALLMARK ORNAMENTS PVT ON AVL BAL,491
580,580,Rs.2000.00 was withdrawn using your HDFC Bank Card ending 8204 on 2016-11-24:20:54:36 at BANAMALIPUR. Avl bal: Rs.2638.10,WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING ON AT BANAMALIPUR AVL BAL,23
581,581,Thank you for using Debit Card ending 8204 for Rs.2000.00 in BANGALORE at AVENUE SUPERMARTS LTD-D on 2016-12-25:13:39:21  Avl bal: Rs.381.60,THANK YOU FOR USING DEBIT CARD ENDING FOR IN BANGALORE AT AVENUE SUPERMARTS ON AVL BAL,79
582,582,Your OTP is 040317. (Ref.ID-617319417161) .Dated on 21/06/2016 19:10,YOUR OTP IS ON,86
583,583,"Dear Customer,Your mobile number is not registered for this  facility.Kindly register by sending SMS from your registered mobile number",DEAR CUSTOMER YOUR MOBILE NUMBER IS NOT REGISTERED FOR THIS REGISTER BY SENDING SMS FROM YOUR REGISTERED MOBILE NUMBER,220
584,584,"You are not registered for SMS Banking. To register, send sms REGISTER <Custid> <Last 5 Digits of Account Number> to 5676712 or visit nearest ATM/Branch or login to NetBanking.",YOU ARE NOT REGISTERED FOR SMS BANKING TO REGISTER SEND SMS REGISTER CUSTID LAST DIGITS OF ACCOUNT NUMBER TO OR VISIT NEAREST OR LOGIN TO NETBANKING,131
585,585,"Dear Customer, your NETSECURE code is 01319859. Txn details: Power Transfer to Payee other bank txn (NEFT/IMPS)from Payment Account 914020032483011 for amount : INR 552800",DEAR CUSTOMER YOUR NETSECURE CODE IS TXN DETAILS POWER TRANSFER TO PAYEE OTHER BANK TXN FROM PAYMENT ACCOUNT FOR AMOUNT INR,10
586,586,Your a/c 32483011 is debited Rs 41951 on 2015-11-30 A/c balance is Rs 4601929.66 Info: INB/IFT/GOURISH AMONKAR/Salary November,YOUR IS DEBITED RS ON BALANCE IS RS INFO NOVEMBER,9
587,587,"Dear Customer, your NETSECURE code is 77803403. Txn details: Power Transfer to Payee other bank txn (NEFT/IMPS)from Payment Account 914020032483011 for amount : INR 74800",DEAR CUSTOMER YOUR NETSECURE CODE IS TXN DETAILS POWER TRANSFER TO PAYEE OTHER BANK TXN FROM PAYMENT ACCOUNT FOR AMOUNT INR,10
588,588,Your a/c 32483011 is debited Rs 95633 on 2015-11-30 A/c balance is Rs 4244023.66 Info: INB/NEFT/AXIC153341229715/JAIMIK JAIN/Sa,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
589,589,"Dear Customer, your NETSECURE code is 76983927. Txn details: Power Transfer to Payee other bank txn (NEFT/IMPS)from Payment Account 914020032483011 for amount : INR 3280",DEAR CUSTOMER YOUR NETSECURE CODE IS TXN DETAILS POWER TRANSFER TO PAYEE OTHER BANK TXN FROM PAYMENT ACCOUNT FOR AMOUNT INR,10
590,590,Your a/c 32483011 is debited Rs 33967 on 2015-11-30 A/c balance is Rs 3945615.66 Info: INB/NEFT/AXIC153341237739/SOUDAGAR ABDU/,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
591,591,AXISBank Account 32483011 Date 01-12-2015 Effective  Balance: 3945615.66,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
592,592,"Dear Customer, your NETSECURE code is 97143237. Txn details: Power Transfer to Payee other bank txn (NEFT/IMPS)from Payment Account 914020032483011 for amount : INR 11285.10",DEAR CUSTOMER YOUR NETSECURE CODE IS TXN DETAILS POWER TRANSFER TO PAYEE OTHER BANK TXN FROM PAYMENT ACCOUNT FOR AMOUNT INR,10
593,593,"Dear Customer, your NETSECURE code is 10624398. Txn details: Power Transfer to Payee other bank txn (NEFT/IMPS)from Payment Account 914020032483011 for amount : INR 90000",DEAR CUSTOMER YOUR NETSECURE CODE IS TXN DETAILS POWER TRANSFER TO PAYEE OTHER BANK TXN FROM PAYMENT ACCOUNT FOR AMOUNT INR,10
594,594,Your a/c 32483011 is debited Rs 2454 on 2015-12-04 A/c balance is Rs 3019290.56 Info: INB/16740487/INTERNET TAX PAYMENT/,YOUR IS DEBITED RS ON BALANCE IS RS INFO TAX,337
595,595,AXISBank Account 32483011 Date 07-12-2015 Effective  Balance: 2637025.56,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
596,596,Your OTP for MoneyTap is 802514,YOUR OTP FOR MONEYTAP IS,22
597,597,Your OTP for MoneyTap is 802514,YOUR OTP FOR MONEYTAP IS,22
598,598,Your OTP for MoneyTap is 802514,YOUR OTP FOR MONEYTAP IS,22
599,599,Your OTP for MoneyTap is 802514,YOUR OTP FOR MONEYTAP IS,22
